image_id,x_1,y_1,width,height
004350.jpg,36,24,164,227
004351.jpg,216,52,125,173
004352.jpg,41,32,78,108
004353.jpg,19,33,166,230
004354.jpg,85,134,268,363
004355.jpg,314,374,1079,1494
004356.jpg,87,45,133,184
004357.jpg,79,58,99,137
004358.jpg,327,91,315,436
004359.jpg,121,88,172,238
004360.jpg,199,70,159,220
004361.jpg,184,43,213,270
004362.jpg,95,63,172,238
004363.jpg,82,58,195,270
004364.jpg,74,30,52,72
004365.jpg,160,76,94,130
004366.jpg,69,86,140,194
004367.jpg,51,60,120,166
004368.jpg,15,35,148,205
004369.jpg,102,115,250,346
004370.jpg,186,52,101,140
004371.jpg,87,36,127,176
004372.jpg,108,36,156,216
004373.jpg,116,66,135,187
004374.jpg,683,209,255,353
004375.jpg,66,66,159,205
004376.jpg,90,45,57,79
004377.jpg,574,60,299,414
004378.jpg,786,595,991,1372
004379.jpg,88,18,159,220
004380.jpg,56,36,78,102
004381.jpg,142,8,185,256
004382.jpg,96,50,198,274
004383.jpg,90,74,151,209
004384.jpg,59,81,185,256
004385.jpg,43,50,127,176
004386.jpg,321,413,1027,1422
004387.jpg,248,55,156,216
004388.jpg,227,19,112,155
004389.jpg,224,18,133,184
004390.jpg,148,46,138,191
004391.jpg,113,50,169,234
004392.jpg,808,574,725,1004
004393.jpg,97,67,166,230
004394.jpg,130,46,138,191
004395.jpg,135,104,179,248
004396.jpg,155,96,179,248
004397.jpg,70,83,234,324
004398.jpg,132,26,70,97
004399.jpg,89,51,286,396
004400.jpg,103,132,195,270
004401.jpg,96,19,49,68
004402.jpg,42,37,117,162
004403.jpg,649,254,1139,1577
004404.jpg,123,124,195,270
004405.jpg,410,298,497,688
004406.jpg,146,35,52,72
004407.jpg,98,83,120,166
004408.jpg,116,53,211,292
004409.jpg,52,12,44,61
004410.jpg,11,167,174,241
004411.jpg,159,70,122,169
004412.jpg,82,1,367,508
004413.jpg,63,47,146,202
004414.jpg,86,89,283,392
004415.jpg,48,45,91,126
004416.jpg,213,76,109,151
004417.jpg,108,62,172,238
004418.jpg,324,257,224,310
004419.jpg,101,62,200,277
004420.jpg,45,82,187,259
004421.jpg,52,46,34,47
004422.jpg,28,66,252,349
004423.jpg,96,63,177,245
004424.jpg,483,93,252,349
004425.jpg,78,76,122,169
004426.jpg,125,88,159,220
004427.jpg,76,92,153,212
004428.jpg,19,25,44,61
004429.jpg,77,44,161,223
004430.jpg,28,32,70,97
004431.jpg,176,50,109,151
004432.jpg,98,21,226,313
004433.jpg,124,36,177,245
004434.jpg,48,85,273,378
004435.jpg,200,49,88,122
004436.jpg,89,77,177,245
004437.jpg,740,410,686,950
004438.jpg,119,37,107,148
004439.jpg,173,63,164,227
004440.jpg,37,53,250,344
004441.jpg,52,17,81,112
004442.jpg,26,66,153,212
004443.jpg,702,60,169,234
004444.jpg,97,27,88,122
004445.jpg,106,108,133,184
004446.jpg,156,30,104,144
004447.jpg,47,35,99,137
004448.jpg,184,54,260,360
004449.jpg,96,21,224,310
004450.jpg,36,73,338,424
004451.jpg,39,53,146,202
004452.jpg,176,61,104,144
004453.jpg,308,79,159,220
004454.jpg,264,74,153,212
004455.jpg,75,36,226,313
004456.jpg,97,35,127,176
004457.jpg,90,37,55,76
004458.jpg,215,34,83,115
004459.jpg,305,41,125,173
004460.jpg,74,66,195,270
004461.jpg,57,71,153,212
004462.jpg,101,47,75,104
004463.jpg,56,34,159,220
004464.jpg,40,40,83,115
004465.jpg,50,88,205,280
004466.jpg,132,101,117,162
004467.jpg,327,49,174,241
004468.jpg,178,57,361,500
004469.jpg,133,91,192,266
004470.jpg,115,83,185,256
004471.jpg,13,28,70,97
004472.jpg,96,50,198,274
004473.jpg,21,17,99,137
004474.jpg,191,94,104,144
004475.jpg,924,233,520,720
004476.jpg,98,78,169,234
004477.jpg,159,93,205,284
004478.jpg,43,46,151,209
004479.jpg,146,44,70,97
004480.jpg,295,348,666,922
004481.jpg,105,101,185,256
004482.jpg,105,28,70,97
004483.jpg,192,205,419,580
004484.jpg,128,57,153,212
004485.jpg,128,33,91,126
004486.jpg,418,53,203,281
004487.jpg,249,246,450,623
004488.jpg,206,90,367,508
004489.jpg,126,40,114,158
004490.jpg,184,129,224,310
004491.jpg,11,50,146,202
004492.jpg,55,46,187,259
004493.jpg,35,26,96,133
004494.jpg,233,149,257,356
004495.jpg,38,78,130,180
004496.jpg,91,71,169,234
004497.jpg,384,225,666,922
004498.jpg,35,40,117,162
004499.jpg,1,5,138,191
004500.jpg,132,62,190,263
004501.jpg,150,20,73,101
004502.jpg,130,80,226,313
004503.jpg,278,83,138,191
004504.jpg,233,85,213,295
004505.jpg,283,45,182,252
004506.jpg,70,28,78,108
004507.jpg,234,18,130,180
004508.jpg,183,63,114,158
004509.jpg,96,77,174,241
004510.jpg,112,36,125,173
004511.jpg,150,106,195,270
004512.jpg,82,57,172,238
004513.jpg,39,73,156,216
004514.jpg,932,228,195,270
004515.jpg,82,83,169,234
004516.jpg,461,87,330,457
004517.jpg,87,98,179,248
004518.jpg,868,191,655,907
004519.jpg,76,33,164,226
004520.jpg,1029,399,876,1213
004521.jpg,28,17,96,133
004522.jpg,198,86,159,220
004523.jpg,169,86,185,256
004524.jpg,153,47,109,151
004525.jpg,172,58,161,223
004526.jpg,102,135,213,295
004527.jpg,109,96,205,284
004528.jpg,202,33,177,245
004529.jpg,90,67,205,284
004530.jpg,106,130,169,234
004531.jpg,1,46,148,205
004532.jpg,65,16,104,144
004533.jpg,788,153,489,677
004534.jpg,55,72,325,450
004535.jpg,111,82,94,130
004536.jpg,168,70,112,155
004537.jpg,91,53,135,187
004538.jpg,76,58,240,338
004539.jpg,80,52,276,382
004540.jpg,322,65,179,248
004541.jpg,41,38,163,248
004542.jpg,712,24,143,198
004543.jpg,76,41,104,144
004544.jpg,84,52,190,263
004545.jpg,222,41,174,241
004546.jpg,99,88,143,198
004547.jpg,97,67,190,263
004548.jpg,144,227,421,583
004549.jpg,1589,494,367,508
004550.jpg,90,60,263,364
004551.jpg,430,96,260,360
004552.jpg,69,58,182,252
004553.jpg,401,33,263,428
004554.jpg,123,103,151,209
004555.jpg,49,28,62,86
004556.jpg,140,76,221,306
004557.jpg,78,83,164,227
004558.jpg,290,81,187,259
004559.jpg,156,81,88,122
004560.jpg,489,10,671,850
004561.jpg,37,47,104,144
004562.jpg,205,142,117,162
004563.jpg,966,665,1180,1634
004564.jpg,33,79,190,263
004565.jpg,117,29,81,112
004566.jpg,671,103,250,346
004567.jpg,92,35,151,209
004568.jpg,203,31,104,144
004569.jpg,163,55,117,162
004570.jpg,95,70,179,248
004571.jpg,17,32,65,90
004572.jpg,36,42,75,104
004573.jpg,94,100,156,216
004574.jpg,235,77,187,259
004575.jpg,336,164,78,108
004576.jpg,326,57,114,158
004577.jpg,81,51,117,162
004578.jpg,196,37,133,184
004579.jpg,206,16,146,202
004580.jpg,26,83,226,313
004581.jpg,204,62,73,101
004582.jpg,99,71,208,288
004583.jpg,93,121,213,295
004584.jpg,1732,808,551,763
004585.jpg,1,77,270,328
004586.jpg,37,42,385,455
004587.jpg,162,64,112,155
004588.jpg,208,72,127,176
004589.jpg,102,114,190,263
004590.jpg,68,44,101,140
004591.jpg,221,79,151,209
004592.jpg,110,59,133,184
004593.jpg,64,35,78,108
004594.jpg,47,31,109,151
004595.jpg,127,143,244,338
004596.jpg,156,15,94,130
004597.jpg,81,67,125,173
004598.jpg,122,54,143,198
004599.jpg,227,17,148,205
004600.jpg,115,89,166,230
004601.jpg,110,56,177,245
004602.jpg,137,50,70,97
004603.jpg,57,97,221,306
004604.jpg,35,90,330,403
004605.jpg,169,92,156,216
004606.jpg,89,82,174,241
004607.jpg,25,41,120,166
004608.jpg,42,109,187,259
004609.jpg,217,122,190,263
004610.jpg,170,82,234,324
004611.jpg,77,14,224,310
004612.jpg,26,97,270,340
004613.jpg,151,70,161,223
004614.jpg,52,113,309,384
004615.jpg,3,38,182,252
004616.jpg,249,32,164,227
004617.jpg,73,37,188,263
004618.jpg,163,33,127,176
004619.jpg,75,108,182,252
004620.jpg,104,134,114,158
004621.jpg,74,85,156,216
004622.jpg,114,41,114,158
004623.jpg,89,90,172,238
004624.jpg,242,90,221,306
004625.jpg,132,58,156,216
004626.jpg,58,34,70,97
004627.jpg,225,194,242,335
004628.jpg,65,81,151,209
004629.jpg,137,53,83,115
004630.jpg,92,54,88,122
004631.jpg,127,86,153,212
004632.jpg,307,23,263,364
004633.jpg,185,310,679,940
004634.jpg,443,119,385,533
004635.jpg,39,52,231,320
004636.jpg,229,70,146,202
004637.jpg,117,60,140,194
004638.jpg,130,137,216,299
004639.jpg,38,44,117,162
004640.jpg,93,71,143,198
004641.jpg,357,154,107,148
004642.jpg,56,61,172,238
004643.jpg,115,84,130,180
004644.jpg,34,33,99,137
004645.jpg,332,295,715,990
004646.jpg,100,59,112,155
004647.jpg,153,43,117,162
004648.jpg,1,37,125,173
004649.jpg,109,69,182,252
004650.jpg,120,63,83,115
004651.jpg,116,63,182,252
004652.jpg,122,29,104,144
004653.jpg,133,123,83,115
004654.jpg,287,24,117,162
004655.jpg,112,68,172,238
004656.jpg,102,115,224,310
004657.jpg,135,114,146,202
004658.jpg,33,39,49,68
004659.jpg,121,194,759,1051
004660.jpg,125,90,164,227
004661.jpg,254,57,164,227
004662.jpg,79,82,187,259
004663.jpg,71,56,78,108
004664.jpg,50,87,205,284
004665.jpg,327,232,289,400
004666.jpg,521,150,436,567
004667.jpg,111,63,164,227
004668.jpg,46,85,177,245
004669.jpg,43,42,112,155
004670.jpg,137,87,114,158
004671.jpg,146,208,304,421
004672.jpg,521,154,312,432
004673.jpg,141,13,65,90
004674.jpg,177,35,55,76
004675.jpg,119,63,130,180
004676.jpg,73,95,268,371
004677.jpg,51,61,166,230
004678.jpg,79,107,166,230
004679.jpg,57,68,179,248
004680.jpg,91,92,234,324
004681.jpg,112,22,306,425
004682.jpg,184,223,286,396
004683.jpg,204,46,138,191
004684.jpg,184,49,109,151
004685.jpg,85,107,177,245
004686.jpg,267,83,112,155
004687.jpg,99,73,91,126
004688.jpg,223,19,127,176
004689.jpg,147,117,325,450
004690.jpg,163,89,213,295
004691.jpg,53,46,78,108
004692.jpg,41,51,86,119
004693.jpg,279,99,78,108
004694.jpg,104,38,104,144
004695.jpg,102,124,151,209
004696.jpg,15,37,122,164
004697.jpg,134,125,125,173
004698.jpg,190,59,138,191
004699.jpg,178,64,99,137
004700.jpg,54,66,60,83
004701.jpg,16,36,99,137
004702.jpg,284,177,239,331
004703.jpg,247,46,91,126
004704.jpg,170,78,107,148
004705.jpg,182,57,135,187
004706.jpg,167,53,135,187
004707.jpg,78,60,211,292
004708.jpg,165,23,42,58
004709.jpg,90,81,138,191
004710.jpg,221,86,333,461
004711.jpg,127,76,120,166
004712.jpg,185,57,234,324
004713.jpg,216,175,372,515
004714.jpg,135,22,185,256
004715.jpg,142,76,252,349
004716.jpg,33,98,200,277
004717.jpg,50,50,146,202
004718.jpg,143,31,104,144
004719.jpg,95,66,174,241
004720.jpg,94,123,161,223
004721.jpg,43,109,187,259
004722.jpg,79,43,138,191
004723.jpg,110,59,250,346
004724.jpg,103,120,252,343
004725.jpg,190,106,101,140
004726.jpg,62,45,99,137
004727.jpg,101,140,127,176
004728.jpg,316,28,181,251
004729.jpg,82,67,234,324
004730.jpg,65,64,265,367
004731.jpg,94,139,127,176
004732.jpg,416,121,213,295
004733.jpg,159,54,127,176
004734.jpg,87,54,195,270
004735.jpg,84,108,96,133
004736.jpg,34,53,114,158
004737.jpg,47,61,159,220
004738.jpg,131,112,151,209
004739.jpg,19,78,426,590
004740.jpg,109,58,112,155
004741.jpg,107,73,101,140
004742.jpg,182,70,146,202
004743.jpg,29,35,140,194
004744.jpg,369,251,460,637
004745.jpg,98,118,153,212
004746.jpg,108,103,177,245
004747.jpg,146,47,112,155
004748.jpg,38,50,88,122
004749.jpg,195,185,296,410
004750.jpg,210,35,133,184
004751.jpg,201,69,211,292
004752.jpg,60,70,127,202
004753.jpg,35,41,122,169
004754.jpg,660,152,294,407
004755.jpg,133,31,75,104
004756.jpg,155,111,190,263
004757.jpg,129,69,224,310
004758.jpg,445,55,252,349
004759.jpg,88,99,299,399
004760.jpg,293,418,367,508
004761.jpg,59,88,263,364
004762.jpg,95,46,125,173
004763.jpg,243,118,289,400
004764.jpg,96,58,166,230
004765.jpg,70,35,91,126
004766.jpg,103,70,182,252
004767.jpg,230,320,160,150
004768.jpg,28,115,283,356
004769.jpg,112,53,107,148
004770.jpg,46,76,286,385
004771.jpg,180,81,255,353
004772.jpg,85,46,164,227
004773.jpg,133,44,81,112
004774.jpg,66,89,143,198
004775.jpg,223,35,125,173
004776.jpg,17,129,286,396
004777.jpg,48,28,68,94
004778.jpg,10,125,255,353
004779.jpg,98,121,289,400
004780.jpg,160,137,267,360
004781.jpg,152,94,133,184
004782.jpg,119,70,143,198
004783.jpg,178,33,86,119
004784.jpg,135,86,161,223
004785.jpg,80,107,185,256
004786.jpg,69,55,616,853
004787.jpg,66,91,252,349
004788.jpg,82,63,122,169
004789.jpg,15,65,250,346
004790.jpg,30,29,109,151
004791.jpg,71,105,260,360
004792.jpg,338,135,229,317
004793.jpg,696,36,138,191
004794.jpg,77,97,182,252
004795.jpg,68,83,127,176
004796.jpg,1,17,117,141
004797.jpg,153,29,133,184
004798.jpg,208,56,198,274
004799.jpg,176,13,94,130
004800.jpg,158,81,120,166
004801.jpg,42,52,143,198
004802.jpg,60,25,94,130
004803.jpg,752,388,582,806
004804.jpg,61,111,125,173
004805.jpg,100,32,127,176
004806.jpg,79,15,86,119
004807.jpg,91,81,143,198
004808.jpg,99,23,60,83
004809.jpg,68,115,198,274
004810.jpg,213,55,133,184
004811.jpg,109,39,91,126
004812.jpg,104,6,88,122
004813.jpg,145,32,125,173
004814.jpg,73,85,166,230
004815.jpg,107,93,260,360
004816.jpg,121,16,44,61
004817.jpg,128,116,169,234
004818.jpg,1,76,133,184
004819.jpg,67,132,250,346
004820.jpg,53,34,94,130
004821.jpg,110,70,156,216
004822.jpg,253,72,159,220
004823.jpg,91,79,161,223
004824.jpg,43,67,94,130
004825.jpg,17,48,153,184
004826.jpg,1,40,135,187
004827.jpg,132,40,127,176
004828.jpg,148,131,481,666
004829.jpg,295,381,294,407
004830.jpg,162,54,153,212
004831.jpg,142,84,114,158
004832.jpg,73,46,247,342
004833.jpg,42,45,91,126
004834.jpg,13,62,135,187
004835.jpg,190,77,117,162
004836.jpg,230,43,278,385
004837.jpg,70,122,276,382
004838.jpg,95,87,179,248
004839.jpg,361,563,814,1127
004840.jpg,222,20,117,162
004841.jpg,122,74,122,169
004842.jpg,89,106,242,335
004843.jpg,355,85,250,346
004844.jpg,80,74,127,176
004845.jpg,91,49,169,234
004846.jpg,55,28,86,119
004847.jpg,95,112,161,223
004848.jpg,293,45,289,400
004849.jpg,60,152,242,335
004850.jpg,44,8,96,133
004851.jpg,203,38,114,158
004852.jpg,97,47,338,468
004853.jpg,49,49,177,245
004854.jpg,133,47,101,140
004855.jpg,76,125,200,277
004856.jpg,256,49,174,241
004857.jpg,53,107,211,292
004858.jpg,1064,259,476,659
004859.jpg,78,110,166,230
004860.jpg,53,79,250,346
004861.jpg,83,70,159,220
004862.jpg,218,45,187,259
004863.jpg,113,30,127,183
004864.jpg,198,84,159,220
004865.jpg,146,52,148,205
004866.jpg,116,53,135,187
004867.jpg,158,32,88,122
004868.jpg,104,37,294,407
004869.jpg,71,55,190,263
004870.jpg,958,124,203,281
004871.jpg,133,49,307,425
004872.jpg,107,62,172,238
004873.jpg,75,64,83,115
004874.jpg,119,51,112,155
004875.jpg,88,28,146,202
004876.jpg,10,424,2090,2789
004877.jpg,97,123,304,421
004878.jpg,46,23,221,306
004879.jpg,363,41,348,482
004880.jpg,109,86,120,166
004881.jpg,74,25,73,101
004882.jpg,109,84,112,155
004883.jpg,128,69,114,158
004884.jpg,51,44,122,191
004885.jpg,70,111,109,151
004886.jpg,97,61,190,263
004887.jpg,125,66,143,198
004888.jpg,22,16,91,126
004889.jpg,297,67,78,108
004890.jpg,484,84,255,353
004891.jpg,143,69,91,126
004892.jpg,86,138,278,359
004893.jpg,165,139,400,554
004894.jpg,101,76,294,407
004895.jpg,68,105,195,270
004896.jpg,117,35,60,83
004897.jpg,81,62,133,184
004898.jpg,112,96,192,266
004899.jpg,134,58,120,166
004900.jpg,617,191,413,572
004901.jpg,100,30,120,166
004902.jpg,84,77,245,342
004903.jpg,388,157,330,457
004904.jpg,70,62,133,184
004905.jpg,100,38,107,148
004906.jpg,27,68,205,284
004907.jpg,62,112,130,180
004908.jpg,942,1,588,814
004909.jpg,170,106,99,137
004910.jpg,242,95,164,227
004911.jpg,128,132,325,450
004912.jpg,82,28,107,148
004913.jpg,186,73,151,209
004914.jpg,496,137,239,331
004915.jpg,96,119,208,288
004916.jpg,48,66,60,83
004917.jpg,127,40,120,166
004918.jpg,198,37,49,68
004919.jpg,124,95,190,263
004920.jpg,77,35,62,86
004921.jpg,134,45,146,202
004922.jpg,633,246,211,292
004923.jpg,54,8,159,220
004924.jpg,84,20,198,274
004925.jpg,66,19,70,97
004926.jpg,80,68,213,295
004927.jpg,708,180,333,461
004928.jpg,706,42,179,248
004929.jpg,130,57,133,184
004930.jpg,57,31,73,115
004931.jpg,106,98,224,310
004932.jpg,180,39,107,148
004933.jpg,93,35,117,162
004934.jpg,88,126,283,371
004935.jpg,83,81,159,220
004936.jpg,89,59,187,259
004937.jpg,93,63,135,187
004938.jpg,315,54,96,133
004939.jpg,143,82,99,137
004940.jpg,59,68,127,176
004941.jpg,59,110,208,288
004942.jpg,437,36,322,446
004943.jpg,171,40,101,140
004944.jpg,43,25,130,180
004945.jpg,117,106,208,288
004946.jpg,58,93,169,234
004947.jpg,101,107,99,137
004948.jpg,24,75,161,223
004949.jpg,168,43,174,241
004950.jpg,161,69,169,234
004951.jpg,99,30,114,158
004952.jpg,442,118,374,518
004953.jpg,98,82,185,256
004954.jpg,307,168,322,446
004955.jpg,782,266,374,518
004956.jpg,215,9,239,331
004957.jpg,104,61,172,238
004958.jpg,19,90,307,407
004959.jpg,252,72,156,216
004960.jpg,541,35,234,324
004961.jpg,135,55,112,155
004962.jpg,18,82,231,320
004963.jpg,24,77,278,385
004964.jpg,522,116,307,425
004965.jpg,153,44,55,76
004966.jpg,81,50,135,187
004967.jpg,206,50,208,247
004968.jpg,159,116,130,180
004969.jpg,17,28,68,94
004970.jpg,244,130,60,83
004971.jpg,58,33,127,176
004972.jpg,104,98,107,148
004973.jpg,329,129,437,605
004974.jpg,31,120,213,295
004975.jpg,109,54,164,227
004976.jpg,79,46,252,349
004977.jpg,198,29,177,245
004978.jpg,55,52,166,230
004979.jpg,197,145,174,241
004980.jpg,584,260,957,1325
004981.jpg,420,235,182,252
004982.jpg,58,62,174,241
004983.jpg,57,91,211,292
004984.jpg,101,77,179,248
004985.jpg,52,81,237,328
004986.jpg,249,57,224,310
004987.jpg,167,67,153,212
004988.jpg,66,75,185,256
004989.jpg,46,34,90,133
004990.jpg,130,46,133,184
004991.jpg,155,39,151,209
004992.jpg,57,24,91,126
004993.jpg,106,47,185,256
004994.jpg,90,134,247,342
004995.jpg,61,32,107,148
004996.jpg,212,27,86,119
004997.jpg,1,58,351,440
004998.jpg,103,43,81,112
004999.jpg,45,98,146,202
005000.jpg,290,659,1544,2138
005001.jpg,85,74,237,328
005002.jpg,194,28,143,198
005003.jpg,88,63,161,223
005004.jpg,69,69,185,256
005005.jpg,76,43,133,184
005006.jpg,31,68,185,256
005007.jpg,111,41,78,108
005008.jpg,37,55,153,212
005009.jpg,105,105,172,238
005010.jpg,531,111,286,396
005011.jpg,184,94,94,130
005012.jpg,69,37,78,108
005013.jpg,42,91,172,238
005014.jpg,90,50,187,259
005015.jpg,85,70,81,112
005016.jpg,146,65,164,227
005017.jpg,74,69,198,274
005018.jpg,144,67,226,313
005019.jpg,750,76,127,176
005020.jpg,124,10,75,104
005021.jpg,83,56,114,158
005022.jpg,216,44,68,94
005023.jpg,180,68,120,166
005024.jpg,29,79,127,176
005025.jpg,88,97,161,223
005026.jpg,174,24,107,148
005027.jpg,151,69,88,122
005028.jpg,287,119,151,209
005029.jpg,129,53,192,266
005030.jpg,94,57,234,324
005031.jpg,68,72,127,176
005032.jpg,77,68,109,151
005033.jpg,411,128,296,540
005034.jpg,347,38,166,230
005035.jpg,29,7,70,97
005036.jpg,203,141,203,281
005037.jpg,100,64,135,187
005038.jpg,27,59,153,200
005039.jpg,110,48,101,140
005040.jpg,146,58,151,209
005041.jpg,323,111,270,374
005042.jpg,115,1,221,306
005043.jpg,14,24,138,191
005044.jpg,112,108,166,230
005045.jpg,27,43,224,310
005046.jpg,151,124,187,259
005047.jpg,72,105,273,378
005048.jpg,607,22,239,331
005049.jpg,174,36,49,68
005050.jpg,179,38,122,169
005051.jpg,352,229,312,432
005052.jpg,1608,153,231,320
005053.jpg,67,41,99,137
005054.jpg,246,226,510,706
005055.jpg,72,60,148,205
005056.jpg,73,54,120,166
005057.jpg,119,58,179,248
005058.jpg,82,58,229,317
005059.jpg,170,64,127,176
005060.jpg,75,29,101,140
005061.jpg,337,179,590,817
005062.jpg,48,80,269,397
005063.jpg,131,26,137,196
005064.jpg,77,39,78,108
005065.jpg,207,54,151,209
005066.jpg,94,51,299,414
005067.jpg,29,26,70,97
005068.jpg,113,81,211,292
005069.jpg,249,156,151,209
005070.jpg,124,59,99,137
005071.jpg,486,169,400,554
005072.jpg,177,345,21,29
005073.jpg,52,28,83,104
005074.jpg,69,71,192,266
005075.jpg,98,47,182,252
005076.jpg,86,106,226,313
005077.jpg,88,46,166,230
005078.jpg,28,108,151,209
005079.jpg,117,45,179,232
005080.jpg,37,54,133,184
005081.jpg,24,79,317,418
005082.jpg,166,58,96,133
005083.jpg,101,63,104,144
005084.jpg,96,87,164,227
005085.jpg,143,51,257,346
005086.jpg,65,31,179,248
005087.jpg,94,45,185,256
005088.jpg,89,113,294,407
005089.jpg,112,98,94,130
005090.jpg,97,77,211,292
005091.jpg,109,103,182,252
005092.jpg,62,44,75,104
005093.jpg,55,16,70,97
005094.jpg,84,106,216,299
005095.jpg,36,44,109,151
005096.jpg,117,67,229,317
005097.jpg,70,150,203,281
005098.jpg,165,37,75,104
005099.jpg,502,515,798,1105
005100.jpg,118,86,187,259
005101.jpg,47,30,138,191
005102.jpg,76,33,62,86
005103.jpg,97,33,140,194
005104.jpg,137,101,268,371
005105.jpg,124,64,166,230
005106.jpg,33,49,78,108
005107.jpg,6,34,114,158
005108.jpg,97,22,117,162
005109.jpg,190,146,507,702
005110.jpg,152,150,260,360
005111.jpg,758,134,187,259
005112.jpg,241,18,195,270
005113.jpg,238,44,187,259
005114.jpg,28,18,86,119
005115.jpg,87,55,151,209
005116.jpg,39,30,244,338
005117.jpg,52,40,146,202
005118.jpg,28,50,130,180
005119.jpg,108,42,55,76
005120.jpg,337,228,650,900
005121.jpg,198,63,122,169
005122.jpg,225,24,140,194
005123.jpg,80,132,346,479
005124.jpg,26,72,208,254
005125.jpg,63,85,135,187
005126.jpg,86,106,198,274
005127.jpg,133,80,164,227
005128.jpg,160,44,221,304
005129.jpg,79,50,143,198
005130.jpg,190,41,94,130
005131.jpg,37,89,273,378
005132.jpg,82,40,70,97
005133.jpg,199,87,125,173
005134.jpg,236,159,328,454
005135.jpg,83,89,166,230
005136.jpg,102,33,70,97
005137.jpg,544,209,252,349
005138.jpg,102,56,278,385
005139.jpg,73,16,172,238
005140.jpg,97,34,133,184
005141.jpg,140,64,263,364
005142.jpg,72,59,148,214
005143.jpg,58,23,148,205
005144.jpg,35,72,231,314
005145.jpg,17,21,120,166
005146.jpg,162,46,156,216
005147.jpg,110,20,81,112
005148.jpg,145,18,122,169
005149.jpg,142,48,169,234
005150.jpg,247,243,348,482
005151.jpg,266,225,450,623
005152.jpg,40,192,858,1027
005153.jpg,58,37,52,72
005154.jpg,894,949,1752,2426
005155.jpg,109,54,151,209
005156.jpg,202,162,309,428
005157.jpg,191,58,114,158
005158.jpg,83,27,276,382
005159.jpg,196,76,153,212
005160.jpg,302,48,294,407
005161.jpg,290,122,276,382
005162.jpg,1109,872,1521,2106
005163.jpg,64,25,91,126
005164.jpg,249,43,99,137
005165.jpg,61,46,263,364
005166.jpg,182,40,187,259
005167.jpg,92,47,104,144
005168.jpg,91,163,226,313
005169.jpg,74,103,250,346
005170.jpg,39,33,34,47
005171.jpg,163,85,120,166
005172.jpg,78,64,83,115
005173.jpg,190,353,629,871
005174.jpg,44,29,122,169
005175.jpg,106,120,140,194
005176.jpg,187,55,159,220
005177.jpg,158,37,81,112
005178.jpg,100,79,200,277
005179.jpg,970,260,210,180
005180.jpg,175,183,224,310
005181.jpg,69,42,135,187
005182.jpg,85,40,73,101
005183.jpg,101,66,135,187
005184.jpg,21,35,122,169
005185.jpg,160,32,114,158
005186.jpg,65,115,166,230
005187.jpg,75,28,78,108
005188.jpg,123,115,234,324
005189.jpg,62,75,177,245
005190.jpg,144,41,101,140
005191.jpg,85,97,192,266
005192.jpg,546,138,270,374
005193.jpg,186,14,96,133
005194.jpg,235,41,169,234
005195.jpg,231,53,112,155
005196.jpg,667,189,255,353
005197.jpg,118,30,81,112
005198.jpg,251,50,148,205
005199.jpg,112,95,151,209
005200.jpg,12,31,86,115
005201.jpg,188,116,218,302
005202.jpg,92,97,156,216
005203.jpg,41,45,127,176
005204.jpg,844,146,380,526
005205.jpg,175,104,156,216
005206.jpg,18,49,213,295
005207.jpg,222,59,47,65
005208.jpg,35,86,146,202
005209.jpg,64,106,192,266
005210.jpg,51,51,91,126
005211.jpg,96,45,114,158
005212.jpg,96,94,151,209
005213.jpg,45,40,104,144
005214.jpg,242,39,130,180
005215.jpg,336,103,187,259
005216.jpg,162,45,96,133
005217.jpg,115,41,169,234
005218.jpg,169,45,65,90
005219.jpg,83,24,101,140
005220.jpg,113,61,133,184
005221.jpg,66,39,99,137
005222.jpg,150,103,153,212
005223.jpg,172,62,104,144
005224.jpg,87,81,146,202
005225.jpg,88,104,153,212
005226.jpg,172,1,247,342
005227.jpg,147,122,143,198
005228.jpg,285,166,286,396
005229.jpg,332,219,520,720
005230.jpg,138,33,60,83
005231.jpg,27,47,146,202
005232.jpg,126,87,153,212
005233.jpg,128,64,192,266
005234.jpg,308,278,465,644
005235.jpg,60,62,254,382
005236.jpg,41,24,70,97
005237.jpg,48,29,91,126
005238.jpg,88,54,179,248
005239.jpg,37,61,107,148
005240.jpg,112,46,73,130
005241.jpg,182,66,135,187
005242.jpg,137,68,226,313
005243.jpg,74,33,75,104
005244.jpg,101,49,203,281
005245.jpg,85,82,146,202
005246.jpg,62,43,114,158
005247.jpg,85,78,198,274
005248.jpg,115,68,117,162
005249.jpg,100,28,112,155
005250.jpg,62,83,211,292
005251.jpg,81,6,83,115
005252.jpg,98,69,185,256
005253.jpg,162,61,99,137
005254.jpg,76,89,143,198
005255.jpg,125,185,341,472
005256.jpg,157,47,182,252
005257.jpg,173,72,130,180
005258.jpg,243,49,55,76
005259.jpg,72,163,187,259
005260.jpg,234,37,166,230
005261.jpg,38,19,203,278
005262.jpg,701,96,369,511
005263.jpg,256,69,234,324
005264.jpg,96,96,198,274
005265.jpg,274,148,148,205
005266.jpg,87,44,120,166
005267.jpg,105,30,62,86
005268.jpg,165,67,114,158
005269.jpg,17,62,164,227
005270.jpg,148,101,169,234
005271.jpg,131,75,101,140
005272.jpg,22,19,60,83
005273.jpg,59,18,96,133
005274.jpg,97,56,172,238
005275.jpg,129,55,135,187
005276.jpg,253,125,125,173
005277.jpg,102,22,73,101
005278.jpg,399,140,302,418
005279.jpg,379,8,213,295
